type,name,label:english,label:luganda,hint,hint:luganda,calculation,repeat_count,appearance,constraint,constraint message,relevance,required,choice_filter,required message,read only,media:image,media:audio,media:video,default,disabled,note,response_note,publishable
select_one q12_5b_vers2,eight_children_q12_5b_2,14.4b) Suppose instead that these were the two actions you could take. Which one would you prefer to take? [READ OUT],14.4b) Fumitiriza nti ate waliwo byosobola okukola byamirundi ebiri . Kiliwa kyewandilonzeko? [READ OUT],A woman from your village who has eight children tells you that she has terminated her recent pregnancy by eating roots. She feels very guilty and upset. ,"Omukazi okuva mu kyalo kyo alina abaana munaana akugamba nti ajjemu olubuto nga alya mirandila, awulira kimulumiriza era mwelarikirivu",,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,gr12.5version2,,,,,,,,,,,,,,,,,,,,,,
begin group,gr12_6,,,,,,,field-list,,,,,,,,,,,,,,,
note,note12_6,"14.5) If a deliberate abortion could be done completely safely with no risk for the mother’s health, do you approve or disapprove of the deliberate abortion under the following circumstances?","14.5) Singa okujjamu olubuto mubugenderevu kusobola okukolebwa awatali buzibu bwonna nga tewali bulabe nabumu bwakutuuka ku bulamu bwa maama, Owagira oba towagira kujjamu mbuto mubugenderevu mu'mbeera zino wamanga?",,,,,,,,,,,,,,,,,,,,
select_one q13_5,mother_health_q12_5a,a) Where the pregnancy puts the mother's health at risk ,a) Olubuto bweruba luteeka obulamu bwa maama mu matigga,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,gr12_6,,,,,,,,,,,,,,,,,,,,,,
select_one q13_5,no_children_q12_5d,b) Where a married couple does not want to have any more children,b) Nga abafumbo tebakyayagala kuzaala baana balala,"If a deliberate abortion could be done completely safely with no risk for the mother’s health, do you approve or disapprove of the deliberate abortion under the following circumstances?","Singa okujjamu olubuto mubugenderevu kusobola okukolebwa awatali buzibu bwonna nga tewali bulabe nabumu bwakutuuka ku bulamu bwa maama, Okakasa oba tokakasa kujjamu mbuto mubugenderevu mu'mbeera zino wamanga?",,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q13_6,turn_backs_q12_6,14.6) Imagine that a woman from your community had a deliberate abortion. How many people in your community will turn their backs on her? [READ OUT],14.6) Teberezamu nti omukyaala okuva mukitundu kyo agyemu olubuto mubugenderevu. Abantu bameka mukitundu kyo abagya okumwewala? [READ OUT],,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q12_8,back_school_q12_8,14.7) Are girls who have had an abortion welcome to go back to school or will they face hostility from their teachers?,"14.7) Abawala abajjemu embuto banirizibwa okudda ku'ssomero, oba bafunaa okutulugunyizibwa okuva mu'basomesa babwe?",,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q12_9,adult_complic_q12_9,14.8) Suppose an adult woman had a deliberate abortion and is suffering from medical complications. In your view should other people help her or should they not help somebody who had a deliberate abortion?,14.8) Fumitiriza omukazi omukulu ajjemu olubuto nga alumizibwa. Mu ndowoozayo abantu abalala bandibiyingiddemu okumuyamba oba bandifudde ku'bibakwatako?,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q12_10,friends_fam_q12_10,"14.9) Suppose a woman had a deliberate abortion and is suffering from medical complications. Some people think that if friends and family act quickly to bring her to a hospital, this will reduce the risk of death.  Others believe that friends and family can do little to help her, since whether she recovers lies in the hands of God. Which comes closest to your view? [READ OUT]","14.9) Fumitiriza omukazi ajjemu olubuto mu bugenderevu, era nga abonabona nobulumi bwokujjamu olubuto. Abantu abamu balowooza nti singa ab'emikwano oba abomumaka babako kyebakola mu bwangu okumutwala mu'ddwaaliro, kino kijja kukendeeza kumikisa gy'okufa, ate abantu abamu bakiriza nti abemikwano nabomumaka basobola kukola kitono okumuyamba engeri okuwona kwe nobutawona gyebiri  mumikono gya katonda. kiliwa ekijjira amangu ku ndowooza yo? [READ OUT]",,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,section_14,,,,,,,,,,,,,,,,,,,,,,
begin group,section_15,,,,,,,,,,,,,,,,,,,,,,
note,note_15,"Thank you, we are now finished with this topic. Now we'd like to ask you abut conversation you have had with your children. If you don't have children, think of your youngest nieces, nephews or cousins.","Webaale nyo, Kati tumaliriza n'ensonga eno, twagala okukubuza ku mboozi wakatiwo n'abaanabo. Bwoba tolina baana, lowoza ku ba kizibwe abato oba ab'enganda",,,,,,,,,,,,,,,,,,,,
select_one q14_2,things_village_q16_1,15.1) How often do you talk to your children about things that happen in your village? [READ OUT],15.1) Ddi na Ddi lwoyogera na abaana bo ku nsonga z'okukyalo? [READ OUT],,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q14_2,things_uganda_q16_2,15.2) How often do you talk to your children about things that happen in Uganda? [READ OUT],15.2) Ddi na Ddi lwoyogera na abaana bo ku nsonga ezikwata ku gwanga Uganda? [READ OUT],,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q14_2,behavior_q16_3,15.3) How often do you talk to your children about what forms of behavior are right and wrong? [READ OUT],16.3) Ddi na Ddi lwoyogera na abaana bo ku neyisa enungi oba embii? [READ OUT],,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,section_15,,,,,,,,,,,,,,,,,,,,,,
begin group,section_16,,,,,,,,,,${resp_status}=2,,,,,,,,,,,,
select_one q14_1,religion_q14_1,"16.1) What is your religion, if any?",16.1) Oli waddini ki?,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
text,q14_1_oth,"Other, specify","Ekilala, nyonyola",,,,,,,,${religion_q14_1}=17,yes,,"Sorry, this response is required.",,,,,,,,,
integer,religion_times_q14_2,"16.2) In a typical week, how many times a week do you attend a religious service in a mosque, church or temple?","16.2) Mu wiiki eyabulijjo, mirundi emeka gyogenda mu muzikiti,kanisa oba yekaalu okusinza?",,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,section_16,,,,,,,,,,,,,,,,,,,,,,
begin group,section_17,,,,,,,,,,,,,,,,,,,,,,
note,note16_1,"Now I would like to talk about instances of assault that may have recently occurred in your community. Assault can take many forms. Assault can take many forms such as pushing, punching, bashing and hurting someone with a weapon. When a person forces another person to perform sexual acts that they don't want to do, this is also assault.","Kati nandyagadde okwogera ku embera y'okutusibwako obulabe oba okulumizibwa eyinza okuba nga yatukawo gyebuvuddeko mu kitundu kyo. Okutusibwako obulabe oba okulumizibwa kuba kwa ngeri nnyingi, okugeza nga'okusindika, okkuba ebikoonde, okukuba omuntu n'omutusako ekisago no'kulumya omulala ne'kissii.  Omuntu omulala bwakaka omulala okukola ebyo'mukwano ye'byatayagala, kuno nakwo kutusako bulabe.",,,,,,,,,,,,,,,,,,,,
note,note16_1_2,Let's talk now about any instances of assault in which someone was badly hurt or beaten in your community.,"Katwogere kati kubikwata kwebyo ebyaliwo nga mulimu obutemu, omwali omuntu okukubwa obubi ennyo oba okulumizibwa mu kitundu kyo",,,,,,,,,,,,,,,,,,,,
integer,beaten_comm_q16_1,"17.1) As far as you know, roughly how many times has someone been badly hurt or beaten in your community since last Christmas? Just give your best guess.","17.1) Nga bwomanyi, okutwaliza awamu mirundi emeka omuntu yenna gyalumiziddwa oba okukubwa obubi ennyo okuva mu gwomwenda? Tuwe kyomanyi ekisinga",,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
integer,woman_beaten_q16_1b,"17.1b) Of those incidents, how many of them involved a woman being beaten?","17.1b) Kwebyo ebyaliwo, bimeka kubyo ebyalimu omukazi nga yakubwa?",,,,,,. <= ${beaten_comm_q16_1},,${beaten_comm_q16_1}>0,yes,,"Sorry, this response is required.",,,,,,,,,
select_multiple q16_1c,report_q16_1c,"17.1c) As far as you know, were the Nabakyaala, the LC1, or the police told about any of those incidents in which a woman was beaten? Check all that apply. ","17.1c) Nga bwomanyi, nabakyala, ssentebe we LC1, oba poliisi bategeezebwako ku embera eno omukazi mweyakubibwa? Check all that apply",,,,,,,,${woman_beaten_q16_1b}>0,yes,,"Sorry, this response is required.",,,,,,,,,
note,q16_1err,"ENUMERATOR: Sorry you can not select ""None"", ""Don’t know"" or ""Refuse to answer"" and anything else.","ENUMERATOR: Sorry you can not select ""None"", ""Don’t know"" or ""Refuse to answer"" and anything else.",ENUMERATOR: Go back and change your selection.,ENUMERATOR: Go back and change your selection.,,,,,,"(selected(${report_q16_1c}, '999') or selected(${report_q16_1c}, '888') or selected(${report_q16_1c}, '4')) and count-selected(${report_q16_1c}) >1",yes,,,,,,,,,,,
text,report_q16_1c_oth,"Other, specify","Ekilala, nyonyola",,,,,,,,"selected(${report_q16_1c}, '5')",yes,,"Sorry, this response is required.",,,,,,,,,
begin group,section_17male,,,,,,,,,,${sex_q2_1}=1,,,,,,,,,,,,
note,note_17,"In many of the villages we have visited, husbands sometimes beat their wives.","Mu byalo binjii byetukyalide, abaami ebisera ebiimu bakuba bakyaala babwe.",,,,,,,,,,,,,,,,,,,,
select_one yesno,beating_freq_q17_2,"17.2) Thinking back over the past two months, would you say that this happened more than about once a week in your community?","17.2) Bwolowoza mu myezi ebiri ejiyise, oyinza okugamba nti kino kibaddewo okusuka omulundi ogumu mu wiiki mu kitundu kyo?",,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q16_2b,beating_yes_q17_2b,"17.2b) Did it happen just about once a week, or almost every day?",17.2b) Kyaliwo nga omulundi gumu mu wiiki oba kumpi buli lunaku?,,,,,,,,${beating_freq_q17_2}=1,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q16_2b_2,beating_no_q17_2b,"17.2b) Did it happen about once a month, less than once a month, or almost never?","17.2b) Kyaliwo nga omulundi gumu mu mwezi, wansi w'omulundi gumu mu mwezi, oba kumpi tekibelawo ddala?",,,,,,,,${beating_freq_q17_2}=2,yes,,"Sorry, this response is required.",,,,,,,,,
end group,section_17male,,,,,,,,,,,,,,,,,,,,,,
begin group,section_17female,,,,,,,,,,${sex_q2_1}=2,,,,,,,,,,,,
note,note_17_2,"Now, if you are comfortable doing so, I would like to talk about incidents of violence that you or someone in your household has personally been a victim of over the past year. This information will be kept strictly private.",Kati njagala kwogela ku by'okutulugunya nga kwatusibwa ku gwe oba owo mumakago mumwaka oguwedde. Byoddamu bijja kukumibwa nga byakyama.,,,,,,,,,,,,,,,,,,,,
select_one yesno,hh_violence_yesno_q17_2,"17.2) Take a moment to think back over life in your household since last Christmas. During that time, can you remember any incidents in which a woman in your household, including yourself, was a victim of violence?","17.2) Twala akasela olowoze kumbera y'amaaka go okuva christmas ewedde, mukasera ako osobola okujukila ku embera yona eyaliwo nga yetabamu omukyaaala okuva mu maka gano nga nawe webalideku nga yatulugunyizibwa?",,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
integer,incidents_q17_2b,"17.2b) How many specific incidents since last Christmas can you remember when a woman in your household, including yourself, was a victim of violence?",17.2b) Mirundi emeka gyojukira okuva christmas ewedde nga omukyaaala okuva mu maka gano nga nawe webalideku yatulugunyizibwa?,,,,,,,,${hh_violence_yesno_q17_2}=1,yes,,"Sorry, this response is required.",,,,,,,,,
select_one yesno,hh_violence_freq_q17_3,"17.3) In many of the villages we have visited, men sometimes beat women. Thinking again of the time that has passed since last Christmas, would you say that this has happened more than about once a week to a woman in your household, including yourself? ","17.3) Mu byalo binjii byetukyalide, abaami ebisera ebiimu bakuba abakyaala.  bwolowoza kukasera akayise okuva christmas, oyinza okugamba nti kino kibaddewo okusuka omulundi ogumu mu wiiki ku omukyaaala okuva mu maka gano nga nawe webalideku?",,,,,,,,${hh_violence_yesno_q17_2}=1,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q16_2b,hh_violence_yes_q17_3b,"17.3b) Did it happen just about once a week, or almost every day?","17.3b) Kyaliwo nga mulundi gumu mu wiiki, oba kumpi buli lunaku?",,,,,,,,${hh_violence_freq_q17_3}=1,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q16_2b_2,hh_violence_no_q17_3b,"17.3b) Did it happen about once a month, less than once a month, or almost never?","17.3b) Kyaliwo nga omulundi gumu mu mwezi, wansi w'omulundi gumu mu mwezi, oba kumpi tekibelawo ddala?",,,,,,,,${hh_violence_freq_q17_3}=2,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q16_3_2,ipv_efficacy_q17_4,"17.4) Suppose a man beats his wife almost every evening. Some people think that if friends and family take action, they can stop the violence. Others believe that meddling in the couple’s affairs won’t help because things will eventually go back to how they were. Which comes closest to your view?","17.4) Fumitiriza omusajja akuba mukyaala we kumpi buli lwagulo, abantu abamu balowoza nti singa ab'oluganda n'emikwano babyenyigiramu kiyinza okukomya obutabanguko, abalala balowooza nti okwenyigiramu kwe mikwano n'enganda tekiyamba kubanga embera ejjakumala edeyo nga bweyabadde. kiriwa kyokirizaganya nakyo?",,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,section_17female,,,,,,,,,,,,,,,,,,,,,,
end group,section_17,,,,,,,,,,,,,,,,,,,,,,
begin group,section_18,,,,,,,,,,,,,,,,,,,,,,
calculate,ranname,,,,,once(random())*6,,,,,,,,,,,,,,,,,
calculate,ranpol,,,,,once(random())*24,,,,,,,,,,,,,,,,,
calculate ,name_1,,,,,"if(${ranname} >= 0 and ${ranname} < 1, ' Kibuuka ', if(${ranname} >= 1 and ${ranname} < 2, ' Bakashaba ', if(${ranname} >= 2 and ${ranname} < 3, ' Tuhizeere ', if(${ranname} >= 3 and ${ranname} < 4, ' Kibuuka ', if(${ranname} >= 4 and ${ranname} < 5, ' Bakashaba ', ' Tuhizeere ')))))",,,,,,,,,,,,,,,,,
calculate ,name_2 ,,,,,"if(${ranname} >= 0 and ${ranname} < 1, ' Bakashaba ', if(${ranname} >= 1 and ${ranname} < 2, ' Tuhizeere ', if(${ranname} >= 2 and ${ranname} < 3, ' Kibuuka ', if(${ranname} >= 3 and ${ranname} < 4, ' Bakashaba ', if(${ranname} >= 4 and ${ranname} < 5, ' Tuhizeere ', ' Kibuuka ')))))",,,,,,,,,,,,,,,,,
calculate ,name_3,,,,,"if(${ranname} >= 0 and ${ranname} < 1, ' Habarulema ', if(${ranname} >= 1 and ${ranname} < 2, ' Sengendo ', if(${ranname} >= 2 and ${ranname} < 3, ' Barigye ', if(${ranname} >= 3 and ${ranname} < 4, ' Mutesi ', if(${ranname} >= 4 and ${ranname} < 5, ' Namubiru ', ' Natukunda ')))))",,,,,,,,,,,,,,,,,
calculate,mr_mrs_3,,,,,"if(${ranname} >= 0 and ${ranname} < 3, ' Mr. ', ' Mrs. ')",,,,,,,,,,,,,,,,,
calculate,mr_mrs_3_lug,,,,,"if(${ranname} >= 0 and ${ranname} < 3, ' Mwami ', ' Mukyaala ')",,,,,,,,,,,,,,,,,
calculate,he_she_3,,,,,"if(${ranname} >= 0 and ${ranname} < 3, ' he ', ' she ')",,,,,,,,,,,,,,,,,
calculate ,name_4 ,,,,,"if(${ranname} >= 0 and ${ranname} < 1, ' Namubiru ', if(${ranname} >= 1 and ${ranname} < 2, ' Natukunda ', if(${ranname} >= 2 and ${ranname} < 3, ' Mutesi ', if(${ranname} >= 3 and ${ranname} < 4, ' Sengendo ', if(${ranname} >= 4 and ${ranname} < 5, ' Barigye ', ' Habarulema ')))))",,,,,,,,,,,,,,,,,
calculate,mr_mrs_4,,,,,"if(${ranname} >= 0 and ${ranname} < 3, ' Mrs. ', ' Mr. ')",,,,,,,,,,,,,,,,,
calculate,mr_mrs_4_lug,,,,,"if(${ranname} >= 0 and ${ranname} < 3, ' Mukyaala ', ' Mwami ')",,,,,,,,,,,,,,,,,
calculate,he_she_4,,,,,"if(${ranname} >= 0 and ${ranname} < 3, ' she ', ' he ')",,,,,,,,,,,,,,,,,
calculate,first_policy,,,,,"if(${ranpol} >=0 and ${ranpol} < 1, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=1 and ${ranpol} < 2, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=2 and ${ranpol} < 3, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=3 and ${ranpol} < 4, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=4 and ${ranpol} < 5, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=5 and ${ranpol} < 6, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=6 and ${ranpol} < 7, ' provide more medicine in the health center ', if(${ranpol} >=7 and ${ranpol} < 8, ' provide more medicine in the health center ', if(${ranpol} >=8 and ${ranpol} < 9, ' provide more medicine in the health center ', if(${ranpol} >=9 and ${ranpol} < 10, ' provide more medicine in the health center ', if(${ranpol} >=10 and ${ranpol} < 11, ' provide more medicine in the health center ', if(${ranpol} >=11 and ${ranpol} < 12, ' provide more medicine in the health center ', if(${ranpol} >=12 and ${ranpol} < 13, ' improve roads ', if(${ranpol} >=13 and ${ranpol} < 14, ' improve roads ', if(${ranpol} >=14 and ${ranpol} < 15, ' improve roads ', if(${ranpol} >=15 and ${ranpol} < 16, ' improve roads ', if(${ranpol} >=16 and ${ranpol} < 17, ' improve roads ', if(${ranpol} >=17 and ${ranpol} < 18, ' improve roads ', if(${ranpol} >=18 and ${ranpol} < 19, ' crack down on stealing in the village ', if(${ranpol} >=19 and ${ranpol} < 20, ' crack down on stealing in the village ', if(${ranpol} >=20 and ${ranpol} < 21, ' crack down on stealing in the village ', if(${ranpol} >=21 and ${ranpol} < 22, ' crack down on stealing in the village ', if(${ranpol} >=22 and ${ranpol} < 23, ' crack down on stealing in the village ', ' crack down on stealing in the village ')))))))))))))))))))))))",,,,,,,,,,,,,,,,,
calculate,second_policy,,,,,"if(${ranpol} >=0 and ${ranpol} < 1, ' provide more medicine in the health center ', if(${ranpol} >=1 and ${ranpol} < 2, ' provide more medicine in the health center ', if(${ranpol} >=2 and ${ranpol} < 3, ' improve roads ', if(${ranpol} >=3 and ${ranpol} < 4, ' improve roads ', if(${ranpol} >=4 and ${ranpol} < 5, ' crack down on stealing in the village ', if(${ranpol} >=5 and ${ranpol} < 6, ' crack down on stealing in the village ', if(${ranpol} >=6 and ${ranpol} < 7, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=7 and ${ranpol} < 8, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=8 and ${ranpol} < 9, ' improve roads ', if(${ranpol} >=9 and ${ranpol} < 10, ' improve roads ', if(${ranpol} >=10 and ${ranpol} < 11, ' crack down on stealing in the village ', if(${ranpol} >=11 and ${ranpol} < 12, ' crack down on stealing in the village ', if(${ranpol} >=12 and ${ranpol} < 13, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=13 and ${ranpol} < 14, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=14 and ${ranpol} < 15, ' provide more medicine in the health center ', if(${ranpol} >=15 and ${ranpol} < 16, ' provide more medicine in the health center ', if(${ranpol} >=16 and ${ranpol} < 17, ' crack down on stealing in the village ', if(${ranpol} >=17 and ${ranpol} < 18, ' crack down on stealing in the village ', if(${ranpol} >=18 and ${ranpol} < 19, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=19 and ${ranpol} < 20, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=20 and ${ranpol} < 21, ' provide more medicine in the health center ', if(${ranpol} >=21 and ${ranpol} < 22, ' provide more medicine in the health center ', if(${ranpol} >=22 and ${ranpol} < 23, ' improve roads ', ' improve roads ')))))))))))))))))))))))",,,,,,,,,,,,,,,,,
calculate,third_policy,,,,,"if(${ranpol} >=0 and ${ranpol} < 1, ' improve roads ', if(${ranpol} >=1 and ${ranpol} < 2, ' crack down on stealing in the village ', if(${ranpol} >=2 and ${ranpol} < 3, ' provide more medicine in the health center ', if(${ranpol} >=3 and ${ranpol} < 4, ' crack down on stealing in the village ', if(${ranpol} >=4 and ${ranpol} < 5, ' provide more medicine in the health center ', if(${ranpol} >=5 and ${ranpol} < 6, ' improve roads ', if(${ranpol} >=6 and ${ranpol} < 7, ' improve roads ', if(${ranpol} >=7 and ${ranpol} < 8, ' crack down on stealing in the village ', if(${ranpol} >=8 and ${ranpol} < 9, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=9 and ${ranpol} < 10, ' crack down on stealing in the village ', if(${ranpol} >=10 and ${ranpol} < 11, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=11 and ${ranpol} < 12, ' improve roads ', if(${ranpol} >=12 and ${ranpol} < 13, ' provide more medicine in the health center ', if(${ranpol} >=13 and ${ranpol} < 14, ' crack down on stealing in the village ', if(${ranpol} >=14 and ${ranpol} < 15, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=15 and ${ranpol} < 16, ' crack down on stealing in the village ', if(${ranpol} >=16 and ${ranpol} < 17, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=17 and ${ranpol} < 18, ' provide more medicine in the health center ', if(${ranpol} >=18 and ${ranpol} < 19, ' provide more medicine in the health center ', if(${ranpol} >=19 and ${ranpol} < 20, ' improve roads ', if(${ranpol} >=20 and ${ranpol} < 21, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=21 and ${ranpol} < 22, ' improve roads ', if(${ranpol} >=22 and ${ranpol} < 23, ' lobby higher levels of government to provide more money for education in the area  ', ' provide more medicine in the health center ' )))))))))))))))))))))))",,,,,,,,,,,,,,,,,
calculate,fourth_policy,,,,,"if(${ranpol} >=0 and ${ranpol} < 1, ' crack down on stealing in the village ', if(${ranpol} >=1 and ${ranpol} < 2, ' improve roads ', if(${ranpol} >=2 and ${ranpol} < 3, ' crack down on stealing in the village ', if(${ranpol} >=3 and ${ranpol} < 4, ' provide more medicine in the health center ', if(${ranpol} >=4 and ${ranpol} < 5, ' improve roads ', if(${ranpol} >=5 and ${ranpol} < 6, ' provide more medicine in the health center ', if(${ranpol} >=6 and ${ranpol} < 7, ' crack down on stealing in the village ', if(${ranpol} >=7 and ${ranpol} < 8, ' improve roads ', if(${ranpol} >=8 and ${ranpol} < 9, ' crack down on stealing in the village ', if(${ranpol} >=9 and ${ranpol} < 10, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=10 and ${ranpol} < 11, ' improve roads ', if(${ranpol} >=11 and ${ranpol} < 12, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=12 and ${ranpol} < 13, ' crack down on stealing in the village ', if(${ranpol} >=13 and ${ranpol} < 14, ' provide more medicine in the health center ', if(${ranpol} >=14 and ${ranpol} < 15, ' crack down on stealing in the village ', if(${ranpol} >=15 and ${ranpol} < 16, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=16 and ${ranpol} < 17, ' provide more medicine in the health center ', if(${ranpol} >=17 and ${ranpol} < 18, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=18 and ${ranpol} < 19, ' improve roads ', if(${ranpol} >=19 and ${ranpol} < 20, ' provide more medicine in the health center ', if(${ranpol} >=20 and ${ranpol} < 21, ' improve roads ', if(${ranpol} >=21 and ${ranpol} < 22, ' lobby higher levels of government to provide more money for education in the area  ', if(${ranpol} >=22 and ${ranpol} < 23, ' provide more medicine in the health center ', ' lobby higher levels of government to provide more money for education in the area  ')))))))))))))))))))))))",,,,,,,,,,,,,,,,,
calculate,first_policy_lug,,,,,"if(${ranpol} >=0 and ${ranpol} < 1, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=1 and ${ranpol} < 2, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=2 and ${ranpol} < 3, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=3 and ${ranpol} < 4, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=4 and ${ranpol} < 5, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=5 and ${ranpol} < 6, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=6 and ${ranpol} < 7, ' okwongera edagala mu malwaliro ', if(${ranpol} >=7 and ${ranpol} < 8, ' okwongera edagala mu malwaliro ', if(${ranpol} >=8 and ${ranpol} < 9, ' okwongera edagala mu malwaliro ', if(${ranpol} >=9 and ${ranpol} < 10, ' okwongera edagala mu malwaliro ', if(${ranpol} >=10 and ${ranpol} < 11, ' okwongera edagala mu malwaliro ', if(${ranpol} >=11 and ${ranpol} < 12, ' okwongera edagala mu malwaliro ', if(${ranpol} >=12 and ${ranpol} < 13, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=13 and ${ranpol} < 14, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=14 and ${ranpol} < 15, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=15 and ${ranpol} < 16, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=16 and ${ranpol} < 17, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=17 and ${ranpol} < 18, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=18 and ${ranpol} < 19, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=19 and ${ranpol} < 20, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=20 and ${ranpol} < 21, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=21 and ${ranpol} < 22, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=22 and ${ranpol} < 23, ' okukendeza obubbi ku kyalo ', ' okukendeza obubbi ku kyalo ')))))))))))))))))))))))",,,,,,,,,,,,,,,,,
